group,topic_id,topic_size,llm_model,llm_provider,prompt_option,label,cosine
A,49,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,spinal cord injuries,0.7928366661071777
A,50,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,quiz glitch issues,0.4164203405380249
A,51,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,help with homework,0.6252041459083557
A,52,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,get email address,0.8031855821609497
A,53,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,accreditation and cme,0.17160305380821228
A,54,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,logarithm function quiz,0.679444432258606
A,55,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,quick summary sheets,0.7089276909828186
A,56,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,problem solved time,0.5477495789527893
A,57,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,frequency data study,0.7144946455955505
A,58,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,calculating multiple births,0.7037245631217957
A,59,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,ipads in moocs,0.49203211069107056
A,60,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,controlling confounding variables,0.4692079424858093
A,61,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,nonlinear effects in models,0.491950124502182
A,62,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,antiinflammatory drugs prevent,0.7683745622634888
A,63,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,calculating donor prevalence,0.6771990060806274
A,64,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,model overfitting,0.3770258128643036
A,65,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,computer says wrong,0.6148869395256042
A,66,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,graph misunderstanding,0.7479721903800964
A,67,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,mooc note issues,0.3689972758293152
A,68,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,table organization,0.5004188418388367
A,69,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,unit value calculation,0.5977775454521179
A,70,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,editing text exercises,0.7117390036582947
A,71,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,peak bone mass,0.42862048745155334
A,72,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,download page issues,0.7807437777519226
A,73,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,principal components analysis,0.5705063939094543
A,74,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,getting fitted,0.6584561467170715
A,75,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,student discount inquiry,0.6249483823776245
A,76,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,degrees of freedom,0.6028096079826355
A,77,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,colloquialism in writing,0.5738990306854248
A,78,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,seizure treatment in pediatrics,0.7361963987350464
A,79,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,expressing utility numbers,0.7578234672546387
A,80,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,rubric button issues,0.7687802314758301
A,81,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,unsatisfied previous topic,0.46415209770202637
A,82,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,economic opportunity cost,0.5006553530693054
A,83,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,map data accuracy,0.4863336682319641
A,84,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,dice rolling probability,0.8129628300666809
A,85,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,sign misinterpretation,0.6295129656791687
A,86,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,lasso model comparison,0.6480362415313721
A,87,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,choosing the best line,0.26057201623916626
A,88,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,urgent work feedback,0.37621986865997314
A,89,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,scientific writing style,0.6041207909584045
A,90,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,pursuing phd psychology,0.44614747166633606
A,91,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,value of fruit,0.5374532341957092
A,92,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,capital letter usage,0.7415181994438171
A,93,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,binary variable analysis,0.6432031393051147
A,94,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,multiplier value updated,0.7265552282333374
A,95,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,common sense in mooc,0.5290180444717407
A,96,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,standard deviation calculation,0.5530941486358643
A,97,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,finding answer help,0.45722490549087524
A,98,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,percentages and decimal places,0.677037239074707
A,99,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,signrank test issues,0.47130513191223145
A,100,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,brain spinal cord injuries,0.553041934967041
A,101,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,alzheimers drug effects,0.5088317394256592
A,102,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,vaccine efficacy simulation,0.8145456910133362
A,103,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,ensures cost-effective participation,0.5182672142982483
A,104,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,shift in demand curve,0.7076077461242676
A,105,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,speed in the process,0.6105918884277344
A,106,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,copy paste glitch,0.6028439998626709
A,107,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,disappointing section issues,0.8062474727630615
A,108,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,lessons disappeared today,0.7483171224594116
A,109,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,repeated module content,0.44465890526771545
A,110,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,model variance error,0.5865716338157654
A,111,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,fitting salary data,0.4209740459918976
A,112,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,toy data convergence,0.40994033217430115
A,113,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,budget measurement criteria,0.49279913306236267
A,114,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,understanding beta functions,0.274806946516037
A,115,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,adhd and bone loss,0.50724858045578
A,116,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,least squares fit,0.5353282690048218
A,117,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,squared term question,0.6419634222984314
A,118,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,slow internet issues,0.2776484191417694
A,119,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,understanding 2d images,0.4896243214607239
A,120,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,key making critical diagnosis,0.3700264096260071
A,121,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,margin and relationship,0.4477810263633728
A,122,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,economic model uncertainty,0.3930165767669678
A,123,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,utility maximization,0.5196996927261353
A,124,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,calculating t-stat values,0.514177680015564
A,125,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,generalized crossvalidation,0.7300755977630615
A,126,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,basis functions definition,0.7594664692878723
A,127,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,power negative raised,0.47911182045936584
A,128,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,hyphenated word tautology,0.6240905523300171
A,129,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,irreducible error in estimators,0.6411458849906921
A,130,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,demo editing issues,0.46718308329582214
A,131,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,error singular fits,0.6941997408866882
A,132,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,optimal predictor error,0.5825434327125549
A,133,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,rearranging the fick equation,0.5906529426574707
A,134,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,blank pages issue,0.5790910720825195
A,135,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,variable length error,0.7267873287200928
A,136,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,revised sentence rule,0.5272278785705566
A,137,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,enunciation ambiguity issue,0.539833128452301
A,138,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,price fixing scandal,0.4482448697090149
A,139,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,line break issues,0.33586034178733826
A,140,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,oversampling and bagging,0.5252370238304138
A,141,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,growth mindset fixed,0.8515997529029846
A,142,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,bias variance tradeoff,0.5303357839584351
A,143,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,simplifying distance calculations,0.5293946266174316
A,144,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,directory load error,0.6151497960090637
A,145,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,zero-based array indexing,0.2233714908361435
A,146,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,categorical variable handling,0.5699297189712524
A,147,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,logistic regression failing,0.5383377075195312
A,148,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,issue fixed now,0.8045447468757629
A,149,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,mean square calculation,0.749597430229187
A,150,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,statistical significance,0.4638880491256714
A,151,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,prescriptive vs descriptive,0.3202918469905853
A,152,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,multiple choice format,0.5892515182495117
A,153,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,predictor importance ranking,0.451511949300766
A,154,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,work plan example,0.39540210366249084
A,155,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,office hours question,0.6058624386787415
A,156,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,binary variable examples,0.39552396535873413
A,157,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,calculus homework help,0.35918885469436646
A,158,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,loading data issues,0.6002795696258545
A,159,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,deriving beta equation,0.7370466589927673
A,160,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,1,confused reference values,0.664875864982605
A,0,3255,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,course issues,0.5258689522743225
A,1,456,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,body temperature,0.44549524784088135
A,2,42,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,package install issues,0.5213946104049683
A,3,39,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,bootstrap issues,0.5764110088348389
A,4,22,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,cubic splines,0.6921274065971375
A,5,21,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,piazza login issues,0.7288066744804382
A,6,19,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,load rrdata file,0.8002550601959229
A,7,19,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,economic growth,0.7198463082313538
A,8,17,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,audio volume issues,0.697399377822876
A,9,17,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,correlation analysis,0.7287856936454773
A,10,16,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,chapter access issues,0.6142204403877258
A,11,15,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,coffee tea correlation,0.6013035774230957
A,12,14,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,tech support,0.3682723641395569
A,13,13,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,hypercube volume,0.661440908908844
A,14,12,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,problem help,0.8267502784729004
A,15,12,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,choosing functions,0.35749351978302
A,16,11,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,person years,0.7009735703468323
A,17,11,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,scpd submission issues,0.7391024827957153
A,18,11,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,economist article access,0.7367917895317078
A,19,10,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,pvalue interpretation,0.6757097244262695
A,20,10,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,data analysis software,0.8044906854629517
A,21,9,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,lottery expected value,0.7494925856590271
A,22,9,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,module redundancy issue,0.7167242765426636
A,23,9,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,rent control,0.6006609797477722
A,24,8,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,nba opportunity cost,0.5230708718299866
A,25,8,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,download link,0.7527007460594177
A,26,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,tree node split,0.6877712607383728
A,27,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,browser issues,0.6691213250160217
A,28,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,sampling methods,0.5799776315689087
A,29,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,exercises answers,0.7740986943244934
A,30,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,ordinal data,0.7223679423332214
A,31,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,covariance matrix,0.760231077671051
A,32,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,bacterial meningitis,0.5342674851417542
A,33,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,sugar demand shift,0.5936580300331116
A,34,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,verb meaning discussion,0.7385969161987305
A,35,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,normal approximation,0.6213102340698242
A,36,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,oob test error,0.6077979207038879
A,37,7,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,passive voice,0.3021635413169861
A,38,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,autism research,0.705618679523468
A,39,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,survival rate,0.611548125743866
A,40,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,oil price,0.6445772647857666
A,41,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,access issues,0.820495069026947
A,42,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,confidence interval,0.5963100790977478
A,43,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,toluene exposure risk,0.3820054531097412
A,44,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,slope intercept issues,0.813225507736206
A,45,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,reaction time,0.6278027296066284
A,46,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,random forest,0.6422745585441589
A,47,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,matrix syntax,0.7280778884887695
A,48,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,electron trajectories,0.6578999757766724
A,49,6,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,spinal cord injuries,0.7928366661071777
A,50,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,firms enter exit,0.568551242351532
A,51,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,homework help,0.5888453125953674
A,52,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,email address,0.7294586300849915
A,53,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,course accreditation,0.22301891446113586
A,54,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,log function,0.686154305934906
A,55,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,quick summary sheets,0.7089276909828186
A,56,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,problem solving,0.4277993440628052
A,57,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,frequency data study,0.7144946455955505
A,58,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,multiple births,0.6411371231079102
A,59,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,ipad issues,0.7712331414222717
A,60,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,confounder analysis,0.7505919933319092
A,61,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,nonlinear model,0.5233795046806335
A,62,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,alzheimers disease prevention,0.6805993318557739
A,63,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,donor calculation,0.7619113326072693
A,64,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,model predictors,0.5534480214118958
A,65,5,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,typo errors,0.6177504658699036
A,66,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,graph issues,0.7706120610237122
A,67,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,note link issue,0.6294969916343689
A,68,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,table notation help,0.49608492851257324
A,69,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,unit value error,0.5886020660400391
A,70,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,text editing,0.6773391962051392
A,71,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,height distribution,0.5384305119514465
A,72,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,page download issue,0.8018339276313782
A,73,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,pca regression,0.598773717880249
A,74,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,getting started,0.4597219228744507
A,75,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,islr book discount,0.6875887513160706
A,76,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,degrees freedom,0.6614869832992554
A,77,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,colloquial language,0.4887641370296478
A,78,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,seizure treatment,0.6475948691368103
A,79,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,utility numbers,0.8038004040718079
A,80,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,rubric button issue,0.7824750542640686
A,81,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,unsatisfied topic submission,0.4773136079311371
A,82,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,opportunity cost,0.4057522416114807
A,83,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,world map error,0.523817777633667
A,84,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,rolling dice probability,0.8116648197174072
A,85,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,confusing sign usage,0.6420460939407349
A,86,4,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,lasso model issues,0.7112753391265869
A,87,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,graph slope analysis,0.6751396656036377
A,88,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,dissatisfied with work,0.326037734746933
A,89,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,scientific writing style,0.6041207909584045
A,90,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,phd thesis length,0.5279914140701294
A,91,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,fruit utility comparison,0.5500205755233765
A,92,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,capital letter errors,0.7437866926193237
A,93,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,binary variables,0.6794530153274536
A,94,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,multiplier value update,0.7093356847763062
A,95,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,common sense,0.7279626727104187
A,96,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,standard deviation,0.5070074200630188
A,97,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,answer help,0.7545941472053528
A,98,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,decimal places,0.49267876148223877
A,99,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,signrank test,0.4937936067581177
A,100,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,spinal cord injuries,0.5455305576324463
A,101,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,alzheimers disease treatment,0.5191872119903564
A,102,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,vaccine simulation,0.8493078351020813
A,103,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,course progress,0.4308169484138489
A,104,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,curve shift problem,0.6909261345863342
A,105,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,speed problem,0.6259499192237854
A,106,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,copy paste glitch,0.6028439998626709
A,107,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,trouble with sections,0.6921612024307251
A,108,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,lessons disappeared,0.7319416999816895
A,109,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,module completion issue,0.4614540636539459
A,110,3,meta-llama/llama-3.3-70b-instruct,openai-compatible,1,model variance error,0.5865716338157654
