group,topic_id,topic_size,llm_model,llm_provider,prompt_option,label,cosine
A,68,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,table organization,0.5004188418388367
A,69,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,wrong unit answer,0.5762680172920227
A,70,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,editing exercises,0.6294178366661072
A,71,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,bone mass age,0.4698328375816345
A,72,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,download page,0.8842809200286865
A,73,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,principal components,0.5251438021659851
A,74,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,getting fitted,0.6584561467170715
A,75,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,springer discount,0.6134798526763916
A,76,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,degrees of freedom,0.6028096079826355
A,77,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,colloquial language,0.4887641370296478
A,78,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,seizure treatment,0.6475948691368103
A,79,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,utility numbers,0.8038004040718079
A,80,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,rubric button,0.8040691018104553
A,81,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,unsatisfied previous topic,0.46415209770202637
A,82,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,opportunity cost,0.4057522416114807
A,83,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,map data error,0.42949044704437256
A,84,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,rolling dice,0.7836018204689026
A,85,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,sign confusion,0.6291224360466003
A,86,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,lasso model comparison,0.6480362415313721
A,87,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,choosing a line type,0.314492791891098
A,88,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,feel unsatisfied,0.22085435688495636
A,89,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,scientific writing,0.5880935192108154
A,90,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,pursuing phd,0.3555416762828827
A,91,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,pounds grapes bananas,0.5674257874488831
A,92,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,capital letters,0.7030626535415649
A,93,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,binary variables,0.6794530153274536
A,94,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,updated value,0.668732225894928
A,95,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,common sense,0.7279626727104187
A,96,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,standard deviation,0.5070074200630188
A,97,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,howcome answer,0.6978205442428589
A,98,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,percentages and decimals,0.6706893444061279
A,99,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,signrank test,0.4937936067581177
A,100,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,spinal cord injuries,0.5455305576324463
A,101,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,alzheimer's disease treatment,0.5146638751029968
A,102,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,vaccine efficacy trial,0.6227784752845764
A,103,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,ensures participation,0.5697041749954224
A,104,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,shift movement,0.5068578124046326
A,105,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,speed help,0.6435620784759521
A,106,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,copy paste issues,0.5197457075119019
A,107,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,disappointing sections,0.7980812788009644
A,108,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,lessons disappeared,0.7319416999816895
A,109,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,module repeat issue,0.3753297030925751
A,110,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,model variance error,0.5865716338157654
A,111,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,salary age fit,0.24982145428657532
A,112,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,toy data set,0.543122410774231
A,113,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,budget measured,0.5813801288604736
A,114,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,beta beta,0.3218212127685547
A,115,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,osteoporosis and minerals,0.5078306794166565
A,116,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,linear model assumptions,0.4944694936275482
A,117,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,squared terms,0.6257440447807312
A,118,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,slow internet,0.28293243050575256
A,119,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,understand paragraphs,0.5124408602714539
A,120,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,key making critical,0.12454549223184586
A,121,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,margin relationship,0.44308245182037354
A,122,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,econ model uncertainty,0.3475688397884369
A,123,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,percent change,0.518817663192749
A,124,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,estimator rule,0.490459680557251
A,125,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,crossvalidation basics,0.8344172835350037
A,126,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,basis functions,0.802418053150177
A,127,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,power negative,0.4256473481655121
A,128,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,tautology in waves,0.5949119329452515
A,129,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,irreducible variance,0.5071200728416443
A,130,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,demo editing week,0.6411762833595276
A,131,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,error singular,0.3925166428089142
A,132,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,mse residuals,0.5924010276794434
A,133,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,fick's equation,0.5791313648223877
A,134,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,blank pages issue,0.5790910720825195
A,135,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,getting variable correct,0.7120048999786377
A,136,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,verb strength,0.39069703221321106
A,137,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,enunciation ambiguity,0.5292995572090149
A,138,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,price elasticity,0.4998525381088257
A,139,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,line breaks,0.34478411078453064
A,140,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,bagging error,0.4016396999359131
A,141,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,growth mindset,0.8529370427131653
A,142,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,bias variance tradeoff,0.5303357839584351
A,143,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,square distance,0.4597811698913574
A,144,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,directory error,0.5628348588943481
A,145,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,zerobased array indexing,0.2431073933839798
A,146,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,significant variables,0.33552002906799316
A,147,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,logistic regression,0.49421077966690063
A,148,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,thanks for fix,0.7520214915275574
A,149,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,mean square error,0.7179933190345764
A,150,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,statistical significance,0.4638880491256714
A,151,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,prescriptive vs descriptive,0.3202918469905853
A,152,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,max number tries,0.6671143174171448
A,153,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,predictor importance,0.4365689158439636
A,154,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,time management,0.4884227216243744
A,155,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,office hours,0.6253195405006409
A,156,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,binary variables,0.3735837936401367
A,157,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,calculus homework help,0.35918885469436646
A,158,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,loading error,0.43195968866348267
A,159,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,beta equation,0.7484497427940369
A,160,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,value used group,0.5190990567207336
B,0,101,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,peer review process,0.40853020548820496
B,1,93,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,math learning,0.4610537588596344
B,2,30,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,video access,0.5934193730354309
B,3,9,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,posting issues,0.5005358457565308
B,4,9,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,submit button issues,0.5719785690307617
B,5,8,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,peer feedback process,0.6874839067459106
B,6,8,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,get course credit,0.6409829258918762
B,7,8,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,progress issue,0.7304941415786743
B,8,7,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,survey issues,0.6697463989257812
B,9,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,video captions,0.6594462990760803
B,10,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,painting a house,0.27647319436073303
B,11,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,firefox issues,0.5575613975524902
B,12,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,survey discussion,0.7956575155258179
B,13,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,certificate download,0.7338094711303711
B,14,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,edit peer grading,0.5766863226890564
B,15,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,getting certificate,0.724177360534668
B,16,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,svg in forum,0.46531450748443604
B,17,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,wrong submissions,0.7776966094970703
B,18,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,agree on feedback,0.3706737458705902
B,19,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,session issues,0.6116563081741333
B,20,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,commenting on a blog,0.40459465980529785
B,21,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,forum fix issues,0.3844533860683441
B,22,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,encourage discussion,0.6372756361961365
B,23,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,watching scrolling videos,0.5581021308898926
B,24,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,course resources,0.7008849382400513
C,0,1308,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,question answer,0.2812533676624298
C,1,429,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,cold and the body,0.5766363739967346
C,2,12,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,dimensionality,0.4967399835586548
C,3,10,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,audio volume problem,0.6669407486915588
C,4,7,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,broken links,0.577813446521759
C,5,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,deadline issues,0.7430136203765869
C,6,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,article access,0.8627157211303711
C,7,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,scale differences,0.6972283720970154
C,8,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,formula scaling,0.5285281538963318
C,9,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,basis functions,0.7496830224990845
C,10,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,reaction speed,0.6957210302352905
C,11,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,business profit loss,0.7226182818412781
C,12,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,intercept slope,0.843587338924408
C,13,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,office hours,0.9153370261192322
C,14,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,submit code,0.4028450846672058
C,15,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,change directory,0.885725200176239
C,16,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,blank pages issue,0.660990834236145
C,17,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,complexity quantified,0.3747745454311371
C,18,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,cbind correct,0.4312237799167633
C,19,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,margin and tolerance,0.4496973752975464
C,20,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,technical glitch,0.5118451714515686
C,21,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,women and height,0.555151104927063
D,0,1893,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,essay writing,0.4171425700187683
D,1,24,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,medical emergency response,0.5222001075744629
D,2,20,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,tech support,0.3863496482372284
D,3,15,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,install deducer error,0.6577403545379639
D,4,12,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,download slides,0.8646488785743713
D,5,11,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,histograms in sas,0.6817134618759155
D,7,10,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,spinal cord injuries,0.7592388391494751
D,8,9,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,person years,0.6933251619338989
D,9,9,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,statement accomplishment,0.7911099195480347
D,10,9,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,parkinsons disease,0.2398684173822403
D,11,8,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,easy compose,0.42099735140800476
D,12,7,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,course completion,0.3170398771762848
D,13,7,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,normal approximation,0.621310293674469
D,14,7,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,ordinal scale,0.6633076071739197
D,15,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,multiple births,0.6128063201904297
D,16,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,slope and line,0.7449820637702942
D,17,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,getting help,0.5246264934539795
D,18,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,donor blood supply,0.6247763633728027
D,19,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,language learning,0.318307489156723
D,20,6,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,electron trajectories,0.6578999757766724
D,21,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,rolling dice,0.7767314910888672
D,22,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,editing demo exercises,0.7382852435112
D,23,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,email issues,0.5725331902503967
D,24,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,beta smoking,0.33598101139068604
D,25,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,graphic way control,0.05044235661625862
D,26,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,p-value adjustment,0.5632208585739136
D,27,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,halt study,0.8344231247901917
D,28,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,alzheimers prevention,0.7128831744194031
D,29,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,quiz based,0.1901303380727768
D,30,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,null hypothesis,0.42465946078300476
D,31,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,fitness performance,0.6656613945960999
D,32,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,choosing a function,0.30130279064178467
D,33,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,frequency study,0.688069224357605
D,34,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,survival probability,0.6701046824455261
D,35,5,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,find old posts,0.6036033630371094
D,36,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,vaccine simulation,0.8004531264305115
D,37,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,mock data,0.6703221201896667
D,38,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,module use statement,0.6066028475761414
D,39,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,fishers exact test,0.6583958864212036
D,40,4,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,coin flip probability,0.5955129861831665
D,41,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,downloading unit solutions,0.6817466020584106
D,42,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,perfect tense,0.2810927927494049
D,43,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,browser issues,0.5084763169288635
D,44,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,common sense,0.7279626727104187
D,45,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,square vs absolute,0.6418649554252625
D,46,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,professional writing,0.5116032361984253
D,47,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,kind help needed,0.6337720155715942
D,48,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,energy costs,0.14278267323970795
D,49,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,raised nevi,0.4234989583492279
D,50,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,increase dsst score,0.5533587336540222
D,51,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,signrank test,0.5513793230056763
D,52,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,cherrypicked data,0.4482308626174927
D,53,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,cheating question,0.49548715353012085
D,54,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,slice order matters,0.5001465678215027
D,55,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,ratios and units,0.5919777750968933
D,56,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,act and wave,0.3526897132396698
D,57,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,exact vs chi,0.5496786832809448
D,58,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,browser issues,0.4812062382698059
D,59,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,missing data,0.4987041652202606
D,60,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,percentages in mooc,0.4289729595184326
D,61,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,howcome answer,0.6978205442428589
D,62,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,got zeros peers,0.6092421412467957
D,63,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,number question,0.4143969714641571
D,64,3,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,prevalence calculations,0.581442654132843
D,65,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,predictive power,0.15047192573547363
D,66,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,alzheimers disease,0.5931581258773804
D,67,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,wait bug fixed,0.5524789094924927
D,68,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,standard normal chart,0.7349894046783447
D,69,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,journal legality,0.6072627305984497
D,70,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,success probability,0.7445347309112549
